"";"index";"all_text";"vuln"
"8766";"6874";"minor improvement";"good"
"8767";"9996";"test requires debug build from galera library";"good"
"8768";"10645";"added missing csrf protection";"good"
"8769";"11008";"0 16 alpha3";"good"
"8770";"2790";"alsa hrtimer fix stall by hrtimer_cancel hrtimer_cancel wait for the completion from the callback thus it must not be called inside the callback itself this wa already a problem in the past with alsa hrtimer driver and the early commit fcfdebe70759 alsa hrtimer fix lock up tried to address it however the previous fix is still insufficient it may still cause a lockup when the alsa timer instance reprograms itself in it callback then it invokes the start function even in snd_timer_interrupt that is called in hrtimer callback itself result in a cpu stall this is no hypothetical problem but actually triggered by syzkaller fuzzer this patch try to fix the issue again now we call hrtimer_try_to_cancel at both start and stop function so that it won t fall into a deadlock yet giving some chance to cancel the queue if the function have been called outside the callback the proper hrtimer_cancel is called in anyway at closing so this should be enough reported and tested by dmitry vyukov dvyukov google com cc stable vger kernel org signed off by takashi iwai tiwai suse de";"bad"
"8771";"5533";"bug 4611 security do attack with long password signed off by madhura jayaratne madhura cj gmail com";"bad"
"8772";"12642";"add csrf protection for bug_assign";"good"
"8773";"2485";"added sanitization for x attempt";"bad"
"8774";"738";"o locale include preferlocal false option when using execa thanks to rich mirch for pointing this out";"bad"
"8775";"9072";"fixed typo in algorithm name";"good"
"8776";"763";"repodata_schema2id fix heap buffer overflow in memcmp when the length of last schema in data schemadata is le than length of input schema we got a read overflow in asan test signed off by zhipeng xie xiezhipeng1 huawei com";"bad"
"8777";"9789";"fix h1 report 107550 and 107634 persistent x johan caluwe ha reported via hackerone two vector for persistent x revive adserver user interface both requiring a trusted non admin account 1 the website name wasn t properly escaped when displayed in the campaign zone php script 2 the banner image url for external banner wasn t properly escaped when displayed in most of the banner related page a cve id ha been requested but not assigned yet cwe cwe 79 cvssv2 3 5 av n ac m au s c n i p a n";"good"
"8778";"9601";"merge pull request 19 from eyalitki master security fix cleanup by eyalitki";"good"
"8779";"7570";"change target for ie 9 test";"good"
"8780";"4650";"avoid buffer read overflow on vcl_error and sfile the file stevedore may return a buffer larger than asked for when requesting storage due to lack of check for this condition the code to copy the synthetic error memory buffer from vcl_error would overrun the buffer patch by shamger fix 2429";"bad"
"8781";"6054";"fixed several sql injection leak in the controller git svn id file user shitiz downloads lssvn source limesurvey_yii 12058 b72ed6b6 b9f8 46b5 92b4 906544132732";"bad"
"8782";"4429";"sanitize the image path before processing";"bad"
"8783";"6274";"improve the output of exec php and fix a possible x when executing php command but we all know x is the least of concenrs here p";"bad"
"8784";"6112";"fix x in view_filters_page php the value of the view_type parameter wa not sanitized before being displayed a a hidden input this vulnerability wa reported by etienne landais fix 22497";"bad"
"8785";"4540";"fix 1947";"bad"
"8786";"5034";"make sure that client can t access buffer belonging to other user a manipulated but properly authenticated client wa able to retrieve the backlog of other user on the same core in some case by providing an appropriate bufferid to the storage engine note that proper authentication wa still required so exploiting this requires malicious user on your core this commit fix this issue by ensuring that foreign bufferids are off limit";"bad"
"8787";"2702";"remove stripping of null byte this wa at one point necessary because of an old bug in url parse see http github com jfhbrook node ecstatic issue 16 issuecomment 3039914 see http github com jfhbrook node ecstatic commit 43f7e72a31524f88f47e367c3cc3af710e67c9f4 but this open up a regex do attack vector d based on some research ie asking node dev if this is still an issue it s probably not an issue";"bad"
"8788";"12179";"fixed an x vuln in backend content type name are string not html and should never be output unencoded";"good"
"8789";"2954";"explicit alg check secure hash comparison";"bad"
"8790";"11527";"merge remote tracking branch qatar master qatar master movenc make tkhd enabled flag quicktime compatible conflict libavformat movenc c test ref acodec alac test ref acodec pcm s16be test ref acodec pcm s24be test ref acodec pcm s32be test ref acodec pcm s8 test ref lavf mov test ref vsynth vsynth1 dnxhd 1080i test ref vsynth vsynth1 mpeg4 test ref vsynth vsynth1 prores test ref vsynth vsynth1 qtrle test ref vsynth vsynth1 svq1 test ref vsynth vsynth2 dnxhd 1080i test ref vsynth vsynth2 mpeg4 test ref vsynth vsynth2 prores test ref vsynth vsynth2 qtrle test ref vsynth vsynth2 svq1 merged by michael niedermayer michaelni gmx at";"good"
"8791";"1239";"ovl fix permission checking for setattr al viro the bug is in being too enthusiastic about optimizing setattr away instead of copy verbatim with metadata chmod chown utimes with the former being always safe and the latter failing in case of insufficient permission it try to combine these two note that copyup itself will have to do setattr anyway _that_ is where the elevated capability are right having these two setattr one to set verbatim copy of metadata another to do what overlayfs setattr had been asked to do in the first place combined is where it break signed off by miklos szeredi miklos szeredi hu cc stable vger kernel org signed off by al viro viro zeniv linux org uk";"bad"
"8792";"10386";"cve 2017 12997 lldp don t use an 8 bit loop counter if you have a for i 0 i n i loop you d better make sure that i is big enough to hold n not n 1 n the tlv length here is 9 bit long not 8 bit long so an 8 bit loop counter will overflow and you can loop infinitely this fix an infinite loop discovered by forcepoint s security researcher otto airamo antti levomäki add test using the capture file supplied by the reporter s clean up the output a bit while we re at it";"good"
"8793";"8036";"fix calloc overflow malloc c calloc check multiplication overflow in calloc assuming redirect_malloc";"good"
"8794";"11927";"merge r1638879 r1640031 from trunk avoid dereferencing a recently apr_pool_clear ed event_conn_state_t c in several path where ptrans is being recycled at the end of a request event eventopt follow up to r1638879 and r1639960 clear the pool in ap_push_pool before recycling submitted by covener ylavic reviewed backported by jim git svn id http svn apache org repos asf httpd httpd branch 2 4 x 1642859 13f79535 47bb 0310 9956 ffa450edef68";"good"
"8795";"7510";"update readme md";"good"
"8796";"1602";"fix x issue where plain signature wasn t secured in html mode 1488613";"bad"
"8797";"1936";"avcodec mpeg4videodec remove use of ff_profile_mpeg4_simple_studio a indicator of studio profile the profile field is changed by code inside and outside the decoder it not a reliable indicator of the internal codec state maintaining it consistency with studio_profile is messy it easier to just avoid it and use only studio_profile fix assertion failure fix ffmpeg_crash_9 avi found by thuan pham marcel böhme andrew santosa and alexandru razvan caciulescu with aflsmart signed off by michael niedermayer michael niedermayer cc";"bad"
"8798";"4479";"patch 8 0 0377 possible overflow when reading corrupted undo file problem possible overflow when reading corrupted undo file solution check if allocated size is not too big king";"bad"
"8799";"7733";"log returning null acl";"good"
"8800";"3994";"improve behaviour on fatal error if we didn t walk the whole chain then there may be any kind of error in the part of the chain we didn t check so setting all flag look like the safe thing to do";"bad"
"8801";"4408";"security fix patch by evenr";"bad"
"8802";"9512";"fix bug 72400 and 72403 prevent signed int overflow for string length";"good"
"8803";"8954";"build sys add missing include signed off by karel zak kzak redhat com";"good"
"8804";"2217";"fix internal handle the upload of original version of ingested file via a helper function instead of leaving it to external tool";"bad"
"8805";"1736";"electron resolve 500 fixed x security vulnerability";"bad"
"8806";"9201";"fix 542 do not always use browser language on register";"good"
